start	end	text
3305000	3307000	nosotros vamos a ser expertos
3307000	3309000	en una parte
3309000	3311000	del mercado.
3311000	3313000	En un pedazo del mercado.
3313000	3315000	Cuando el mercado nos da
3315000	3317000	ese tramo, nosotros
3317000	3319000	allí entramos.
3319000	3321000	¿De acuerdo? Entonces,
3321000	3323000	no se trata de que todos los días me levanto
3323000	3325000	con la tacita de café a operar
3325000	3327000	al mercado. Bueno, que si opera
3327000	3329000	en cinco minutos, en un minuto
3329000	3331000	le van a salir patrones
3331000	3333000	de compra y venta, ¿no? Pero en mi caso,
3333000	3335000	que voy cuatro horas, una hora, hay días
3335000	3337000	que no se puede operar porque está en una zona
3337000	3339000	no operable. ¿De acuerdo?
3339000	3341000	Entonces, nosotros en el taller vamos a aprender
3341000	3343000	que no todos los días se opera.
3343000	3345000	Hay días que es de pasear
3345000	3347000	el perrito al parque.
3347000	3349000	¿Se entiende bien la idea? Yo sé que sí.
3349000	3351000	Bien, seguimos.
3351000	3353000	Dice, si tuvieras solamente mil dólares,
3353000	3355000	ah, perdón, y lo otro.
3355000	3357000	Hay tres puntos,
3357000	3359000	mire, hay tres puntos que yo le voy a enseñar.
3359000	3361000	El primero es
3361000	3363000	que yo no puedo enseñarle a usted
3363000	3365000	a ganar dinero desde cero
3365000	3367000	porque yo no sé hacer eso.
3367000	3369000	Yo trabajo desde
3369000	3371000	que me gradué en el 2007
3371000	3373000	como informático.
3373000	3375000	He vivido trabajando
3375000	3377000	hasta el 2014 que conocí
3377000	3379000	Bitcoin y 2019
3379000	3381000	que renuncié a mi trabajo de la empresa privada.
3381000	3383000	Pero en ese proceso
3383000	3385000	estuve minando y estuve
3385000	3387000	tradeando. Entonces, son
3387000	3389000	cosas que van a la par.
3389000	3391000	No se trata de que usted renuncie a todo
3391000	3393000	y se queda como trader.
3393000	3395000	No.
3395000	3397000	Siempre tiene que tener
3397000	3399000	una diversificación de capital
3399000	3401000	y de estrategia de ingreso económico.
3401000	3403000	Que eso lo vamos a trabajar
3403000	3405000	también, pero
3405000	3407000	yo le voy a enseñar, mire,
3407000	3409000	gestión de riesgo,
3409000	3411000	gestión de capital,
3411000	3413000	bien, de forma correcta.
3413000	3415000	Después de eso, vamos
3415000	3417000	a operar
3417000	3419000	con los patrones de entrada y salida
3419000	3421000	y después vamos a ver
3421000	3423000	qué herramientas que los
3423000	3425000	exchange tienen,
3425000	3427000	vamos a utilizar en cada zona
3427000	3429000	del mercado.
3429000	3431000	Es decir, no se trata de que usted va a usar
3431000	3433000	un exchange long short,
3433000	3435000	long short a lo loco, no.
3435000	3437000	Ya hay herramientas, incluso
3437000	3439000	de inteligencia artificial,
3439000	3441000	que usted si detecta, por ejemplo,
3441000	3443000	que el mercado se va a meter en un rango,
3443000	3445000	nosotros vamos a ir a buscar
3445000	3447000	la herramienta para operar ese rango
3449000	3451000	ya en el exchange.
3451000	3453000	Entonces, así lo vamos a ir
3453000	3455000	haciendo.
3457000	3459000	Dice, aha,
3459000	3461000	los documentos pendientes son el DeFi,
3461000	3463000	el sábado y el lunes
3463000	3465000	les mando el DeFuturos,
3465000	3467000	el martes comenzamos,
3467000	3469000	de acuerdo, si en caso hay
3469000	3471000	alguno aquí que todavía no ha comprado
3471000	3473000	el,
3473000	3475000	que no creo porque se supone que solo están
3475000	3477000	los que han comprado,
3479000	3481000	usted decide
3481000	3483000	dónde aprender, de acuerdo, yo no tengo
3485000	3487000	a mí me gustaría que aprenda conmigo porque yo
3487000	3489000	siento que yo explico
3489000	3491000	simple.
3491000	3493000	Y funciona, demostrado.
3493000	3495000	Pero puede ir
3495000	3497000	a aprender a otra parte también, no hay problema.
3497000	3499000	Lo importante es que usted gane.
3501000	3503000	Veo conectado
3503000	3505000	a alguien allá por Australia.
3507000	3509000	Argentina, Chile, Bolivia,
3509000	3511000	Colombia, Venezuela,
3511000	3513000	Centroamérica, México, Estados Unidos,
3513000	3515000	California,
3515000	3517000	y si no me equivoco, el otro
3517000	3519000	interesante,
3519000	3521000	no sé, anda, y hay alguien
3521000	3523000	en Japón,
3523000	3525000	déjame ver.
3525000	3527000	Los de España están conectados también.
3533000	3535000	Ah, correcto,
3535000	3537000	gracias, aquí alguien me recordó.
3537000	3539000	Miren amigos,
3539000	3541000	nosotros vamos a iniciar
3541000	3543000	el martes a las 10 de la mañana
3543000	3545000	hora de México, yo creo que tenemos la misma
3545000	3547000	hora con El Salvador, pero
3547000	3549000	como siempre llegan personas
3549000	3551000	de otros países, no, de Canadá,
3551000	3553000	habían llegado la vez pasada,
3553000	3555000	de varios países,
3555000	3557000	porque estoy viendo el mapa,
3557000	3559000	recuerden, 10 de la mañana
3559000	3561000	hora de México,
3561000	3563000	no llegue tarde,
3563000	3565000	oiga, no llegue tarde,
3565000	3567000	yo ya sé,
3567000	3569000	hombre, que soy salvadoreño y que tengo...
3569000	3571000	nosotros se lo vemos llegar
3571000	3573000	tarde, pero yo no soy así.
3573000	3575000	Estar unos 10 minutos antes de las 10 de la mañana
3575000	3577000	ya con el micrófono puesto,
3577000	3579000	entonces, y voy a comenzar
3579000	3581000	puntual, porque yo sé
3581000	3583000	la cantidad de material que llevo para
3583000	3585000	trabajarlo con ustedes,
3585000	3587000	y por respeto a las personas que van a estar
3587000	3589000	puntuales, yo voy a
3589000	3591000	comenzar puntual,
3591000	3593000	así que les sugiero que, por favorcito,
3593000	3595000	10 en punto, comencemos,
3595000	3597000	terminamos a las 2
3597000	3599000	de la tarde, son 4 horas,
3599000	3601000	entiendo,
3601000	3603000	Raúl, que estás escuchándome,
3603000	3605000	que va a ser 4 horas seguidas,
3605000	3607000	o sea, si estos jóvenes
3607000	3609000	no van a tomar ni agua,
3609000	3611000	es broma, no es broma, eso sí,
3611000	3613000	vamos a tener cafecito ahí,
3613000	3615000	me entiendes,
3615000	3617000	pero 4 horas seguidas, ¿o qué? ¿van a salir
3617000	3619000	a comer o qué? Porque ahí
3619000	3621000	pierde una hora,
3621000	3623000	eso sí, si querés, confirmémoslo ya,
3623000	3625000	porque de hecho yo quiero saber también,
3625000	3627000	dice,
3627000	3629000	ajá, vamos de
3629000	3631000	3 a 2 pm,
3631000	3633000	4 horas,
3633000	3635000	martes, miércoles y jueves,
3635000	3637000	¿de acuerdo?
3637000	3639000	Por la tarde,
3639000	3641000	de martes y miércoles, voy a estar
3641000	3643000	en el...
3645000	3647000	digamos, en la mentoría privada
3647000	3649000	con los que compraron el VIP,
3649000	3651000	que es el más caro,
3651000	3653000	voy a estar en la tarde ya solo con ellos,
3653000	3655000	¿de acuerdo? Por las tardes del lunes,
3655000	3657000	perdón, de martes y miércoles,
3657000	3659000	y el jueves
3659000	3661000	tenemos una cena todos juntos,
3661000	3663000	¿de acuerdo?
3663000	3665000	Así es la cosa, ¿verdad?
3665000	3667000	Me dicen aquí que sí va a haber
3667000	3669000	una parada
3669000	3671000	de 20 minutos por ir al baño,
3671000	3673000	dice,
3673000	3675000	bueno hombre, pero por ir al baño,
3675000	3677000	un 5 minutitos estos jóvenes,
3677000	3679000	no es broma, es bueno de que,
3679000	3681000	mire,
3681000	3683000	vamos a agarrar confianza,
3683000	3685000	ya cuando estemos, la gente me mira
3685000	3687000	así a veces, así como bravo y toda onda,
3687000	3689000	no, ya cuando estemos presencial
3689000	3691000	ya va a ver que nos la vamos a pasar,
3691000	3693000	nos vamos a hacer amigos,
3693000	3695000	nos vamos a hacer amigos,
3695000	3697000	cheradas, hombre, paramos 20 minutos
3697000	3699000	entonces para que usted se relaje,
3699000	3701000	pueda ir al baño, se tome un cafecito,
3701000	3703000	o lo, no sé,
3703000	3705000	un vasito con agua,
3705000	3707000	descanso y un poco la garganta,
3707000	3709000	pero, le vamos
3709000	3711000	a meter, porque tengo 4, 8,
3711000	3713000	12,
3713000	3715000	12 horas, menos 2, 4, 6,
3715000	3717000	una hora, son 11 horas nada más,
3719000	3721000	son 11 horas,
3721000	3723000	yo creo que sí lo logramos, en 11 horas
3723000	3725000	lo logramos,
3725000	3727000	ah, lo otro,
3727000	3729000	les va a llegar este fin de semana su acceso,
3729000	3731000	o sea, si no les,
3731000	3733000	no les ha llegado su acceso,
3733000	3735000	no se preocupen que, que aquí
3735000	3737000	están coordinando eso,
3737000	3739000	este fin de semana les llega su acceso,
3739000	3741000	y una vez hagan login,
3741000	3743000	verán los horarios en todos
3743000	3745000	los países,
3747000	3749000	y los links para ponerlo
3749000	3751000	en su calendario,
3753000	3755000	sí,
3755000	3757000	entonces,
3757000	3759000	eh, no, los que estén en línea,
3759000	3761000	no se preocupen,
3761000	3763000	porque cuando les manden el acceso,
3763000	3765000	digamos que usted está en China,
3765000	3767000	aquí anda alguien de Japón,
3767000	3769000	tranquilo, bro, que,
3769000	3771000	bueno, pero, si vos sí vas a estar de madrugada,
3771000	3773000	creo, de noche, no sé,
3773000	3775000	eh,
3775000	3777000	cuando te llegue el enlace,
3777000	3779000	ahí están como todos los países,
3779000	3781000	tú seleccionas tu país, y te aparece como
3781000	3783000	para que lo agregues a tu calendario,
3783000	3785000	entonces, lo agregas,
3785000	3787000	y vas a ver la hora que te toca de tu país,
3787000	3789000	para que no te,
3789000	3791000	no se vaya a perder el que está en línea,
3791000	3793000	bien,
3793000	3795000	seguimos,
3795000	3797000	dice, si tuviera solamente mil dólares
3797000	3799000	para operar e invertir, ya que el
3799000	3801000	cash flow sería para pagar gastos y
3801000	3803000	demás, es decir,
3803000	3805000	eh, energy man se refiere al cash flow,
3805000	3807000	quiere decir que él necesita estar generando
3807000	3809000	a través del trading de dinero,
3809000	3811000	ah,
3811000	3813000	para pagar, no, para pagar, digamos,
3813000	3815000	los bills, las facturas,
3815000	3817000	eh,
3817000	3819000	bueno, en México no sé cómo le dicen, pero
3819000	3821000	energía eléctrica, internet,
3821000	3823000	eh,
3823000	3825000	gastos médicos, educación,
3827000	3829000	cable, no sé qué cosas tiene,
3829000	3831000	entonces, si tuviera mil dólares
3831000	3833000	para pagar el cash flow, que a eso se
3833000	3835000	refiere él, sería para pagar gastos y demás,
3835000	3837000	ajá, sería la misma gestión de capital
3837000	3839000	4-3-2-1,
3839000	3841000	o la modificarías un poco,
3843000	3845000	hay que modificarla,
3845000	3847000	eh, lo que pasa es que allí ya depende
3847000	3849000	energy man de la experiencia que tú
3849000	3851000	tengas, y por eso hay que hablarlo,
3851000	3853000	porque, vaya, si ya alguien me dice a mí,
3853000	3855000	y, y, y,
3855000	3857000	o sea, se le ve que tiene experiencia
3857000	3859000	allá en el mercado, que tiene horas de pantalla,
3861000	3863000	puede tomar un poco más de riesgos,
3863000	3865000	pero normal,
3865000	3867000	pero no cometan los errores que yo cometí,
3867000	3869000	porque allá en el 2016 andaba comprando
3869000	3871000	gemas yo, entonces,
3871000	3873000	al, al final,
3873000	3875000	algunas siguen ahí, pero nunca subieron,
3875000	3877000	nunca subieron,
3877000	3879000	otras desaparecieron, entonces
3879000	3881000	se pierde mucho dinero haciendo esas cosas,
3881000	3883000	entonces, yo opino que
3883000	3885000	habría que modificarla, pero eso depende
3885000	3887000	de,
3887000	3889000	del conocimiento que ya tengas.
3889000	3891000	Seguimos.
3897000	3899000	Dice Antonio, hola, ¿cómo solucionar el problema
3899000	3901000	de trading view de las cuentas gratuitas
3901000	3903000	para tener más de dos indicadores
3903000	3905000	sin contratar un plan?
3905000	3907000	Ok, bien, yo no soy, eh,
3907000	3909000	promotor de piratería,
3909000	3911000	ni de spam, ni de tokens,
3911000	3913000	ni de cosas de ese tipo, ¿de acuerdo?
3913000	3915000	Entonces, lo recomendable es que usted
3915000	3917000	le pague los servicios a trading view,
3917000	3919000	pero así te puedo dar una idea
3919000	3921000	de cómo pagar menos.
3921000	3923000	En trading view, con que contratés
3923000	3925000	el ese essential es suficiente.
3925000	3927000	Ahora, vale como 12 dólares al mes,
3927000	3929000	lo que vale Netflix.
3929000	3931000	Entonces, si tú te quieres dedicar a esto,
3931000	3933000	yo diría que pagues,
3933000	3935000	no sean así.
3935000	3937000	Bueno, si lo puede obtener
3937000	3939000	gratis, háganlo, pero yo no,
3939000	3941000	yo no voy a fomentar
3941000	3943000	eso aquí.
3943000	3945000	Lo que sí te digo es que pagues un mes
3945000	3947000	y te salgas.
3947000	3949000	O sea, cancele la membresilla.
3949000	3951000	Trading view tiene un sistema de marketing
3951000	3953000	como todos los demás de marketing
3953000	3955000	que ya me los puedo bien yo.
3955000	3957000	Te van a comenzar a mandar correos
3957000	3959000	diciéndote que no te vayas, por favor,
3959000	3961000	que por 9 dólares
3961000	3963000	al mes,
3963000	3965000	al mes, volvás
3965000	3967000	a contratar el plan.
3967000	3969000	Cuando te digan eso, aceptá.
3969000	3971000	Ya no pagas 12, pagas 9 al mes.
3971000	3973000	Entonces, si te vas a dedicar
3973000	3975000	a estas cosas, es mejor tener las herramientas
3975000	3977000	y pagar por ellas.
3977000	3979000	Porque
3979000	3981000	mi estrategia está basada
3981000	3983000	en unos indicadores que valen
3983000	3985000	550 dólares mensuales.
3987000	3989000	Lo que pasa es que lo que yo hice
3989000	3991000	fue agarrar,
3991000	3993000	yo no voy a estar pagando 500 dólares mensuales
3993000	3995000	por esos indicadores.
3995000	3997000	Entonces, lo que yo hice fue agarrar
3997000	3999000	cada indicador que yo necesitaba
3999000	4001000	y buscar la versión como gratuita.
4001000	4003000	Y que fuera lo más parecido.
4003000	4005000	Y
4005000	4007000	me funcionó.
4007000	4009000	De acuerdo, me funcionó.
4009000	4011000	Pero los originales son bien caros.
4011000	4013000	Entonces, por 10 pesos
4013000	4015000	no vas a estar tampoco...
4015000	4017000	No vamos a llorar
4017000	4019000	por 10 dólares, esa es mi opinión.
4021000	4023000	Dice, ¿cómo y cuándo se tiene que elegir
4023000	4025000	la cadena de bloques para transferir
4025000	4027000	el dinero a la billetera fría?
4027000	4029000	¿Cómo y cuándo?
4029000	4031000	Vamos a ver.
4031000	4033000	En todos los exchanges funciona
4033000	4035000	exactamente igual.
4035000	4037000	Cuando
4037000	4039000	digamos, tú tienes USDT
4039000	4041000	en un exchange.
4041000	4043000	Yo, en los documentos que les
4043000	4045000	he enviado, ya usted tiene
4045000	4047000	el top
4047000	4049000	20 o 25
4049000	4051000	criptos favoritas mías.
4051000	4053000	Si usted se fija ahí, ahí van dos
4053000	4055000	que son stablecoin.
4055000	4057000	Que son USDC y USDT.
4057000	4059000	Yo no tengo otras.
4059000	4061000	Hay otras que son buenas también, como DAI.
4061000	4063000	Pero yo no la ocupo.
4063000	4065000	Entonces, yo no le voy a mentir, yo...
4065000	4067000	USDC, USDT.
4067000	4069000	Porque no voy a estar todo en USDT.
4069000	4071000	Independientemente
4071000	4073000	de la cadena de bloques, porque
4073000	4075000	los USDT no tienen cadena de bloques.
4075000	4077000	O sea, lo que en el
4077000	4079000	exchange, no, estoy hablando del exchange.
4079000	4081000	Desde la parte centralizada.
4081000	4083000	Nosotros elegimos
4083000	4085000	la... en el exchange
4085000	4087000	en qué cadena
4087000	4089000	lo vamos a mandar
4089000	4091000	cuando a quien le vamos a pagar nos dice
4091000	4093000	la wallet
4093000	4095000	TRC20, por ejemplo.
4095000	4097000	A donde hay que pagar. Entonces,
4097000	4099000	en el exchange, vamos a la sección
4099000	4101000	de nuestros USDT.
4101000	4103000	Ponemos la wallet y en la
4103000	4105000	parte de abajo dice cadena de
4105000	4107000	bloques. En el caso de Binance
4107000	4109000	tiene una ventaja que si tú pones
4109000	4111000	la...
4111000	4113000	la billetera,
4113000	4115000	digamos, la dirección pública, le das
4115000	4117000	enter y automáticamente te selecciona
4117000	4119000	TRC20.
4119000	4121000	Bonito, ¿no? Bonito. Eso me gusta.
4121000	4123000	Pero en otros exchanges no. Hay que elegir la
4123000	4125000	uno. Entonces, tú tienes que
4125000	4127000	saber la
4127000	4129000	cadena de bloques del otro. Entonces
4129000	4131000	le agarras TRC20
4131000	4133000	y ya todo lo demás, ¿verdad? Tu face ID
4133000	4135000	o tu PIN
4135000	4137000	tu huella o lo con
4137000	4139000	contraseña de fondos
4139000	4141000	y ya le pagas. Le das a enviar.
4141000	4143000	De preferencia, usen TRC20
4143000	4145000	porque es más barata.
4145000	4147000	La B20 que es la
4147000	4149000	de Binance
4149000	4151000	la... bueno, no es de Binance
4151000	4153000	o sí, no sé, no me importa. La B20
4153000	4155000	es bastante buena
4155000	4157000	también. Es rápida. Yo nunca he tenido
4157000	4159000	problemas con la B20 ni con la de Tron.
4159000	4161000	Ni con la de...
4161000	4163000	Ni con la de Ether tampoco.
4163000	4165000	Nunca.
4167000	4169000	Bien. Algo más. Dice
4169000	4171000	los presenciales deben llegar a las 9.30
4171000	4173000	a la expo. Escuchen esto
4173000	4175000	para los presenciales porque
4175000	4177000	entiendo que nuestra sala
4177000	4179000	va a estar dentro
4179000	4181000	de la expo
4181000	4183000	Guadalajara
4183000	4185000	por la entrada de Avenida
4185000	4187000	de las Rosas frente
4187000	4189000	a los hoteles Barceló
4189000	4191000	y Westing.
4193000	4195000	Ojo con los presenciales. Repito
4195000	4197000	los presenciales deben de llegar a las
4197000	4199000	9.30 a la expo
4199000	4201000	Guadalajara por la entrada
4201000	4203000	de Avenida de las Rosas
4203000	4205000	frente a los hoteles Barceló
4205000	4207000	y Westing.
4207000	4209000	Esta información hay que mandársela a Raúl
4209000	4211000	cuando...
4211000	4213000	Pues sí, para que no nos vaya a llegar tarde a alguien
4213000	4215000	porque yo sí creo
4215000	4217000	que voy a andar un poquito apretado
4217000	4219000	con el tiempo para trabajar todo el contenido
4219000	4221000	pero también va a depender
4221000	4223000	de ustedes. Si ustedes son
4223000	4225000	pilas
4225000	4227000	vámonos hasta futuros en un minuto
4227000	4229000	si quieren. Pero si ustedes son pilas
4229000	4231000	si vamos
4231000	4233000	muy despacio
4233000	4235000	me va a tocar que apurarlo yo.
4235000	4237000	Pero lo... miren
4237000	4239000	es lo bueno que hoy vamos mejor
4239000	4241000	preparados. Tanto
4241000	4243000	aquí mi amigo Raúl
4243000	4245000	es un buen amigo. Es el CEO
4245000	4247000	de Talentland. Tiene un cargo muy muy
4247000	4249000	importante. Y es
4249000	4251000	de agradecerle que nos invite a nosotros
4251000	4253000	bueno a mí
4253000	4255000	y a ustedes que pagan por ir a estar conmigo
4255000	4257000	y que nos den un espacio dentro de Talentland
4257000	4259000	¿de acuerdo? Eso es de agradecer.
4259000	4261000	El punto es que hemos mejorado
4261000	4263000	el audio, el video para los
4263000	4265000	que van a estar en línea y
4265000	4267000	también se ha mejorado de mi parte
4267000	4269000	la...
4269000	4271000	el feedback que me dejaron.
4271000	4273000	El año pasado me decían pero no tenemos
4273000	4275000	un material de apoyo. Físico pues.
4275000	4277000	Entonces ahora ya lo
4277000	4279000	llevamos. Lo tenemos físico. En caso
4279000	4281000	que usted por la noche se sienta solo
4283000	4285000	abre el
4285000	4287000	el libro ¿no?
4287000	4289000	el documento. Usted lo va a ver y lo
4289000	4291000	va a ver exactamente igual en el gráfico.
4291000	4293000	Entonces y ahí
4293000	4295000	en el documento dice la
4295000	4297000	explicación del patrón. Entonces
4297000	4299000	es como que usted me estuviera escuchando a mí
4299000	4301000	por las noches pero impreso.
4303000	4305000	¿Me entiendes? Es un libro práctico.
4305000	4307000	Sin tanta
4307000	4309000	teoría de que el peso
4309000	4311000	de los bloques y entonces cada diez minutos.
4311000	4313000	No. Al punto, al punto.
4313000	4315000	¿Me entiende bien la idea? Al punto.
4315000	4317000	Bien.
4317000	4319000	Me comentan que
4319000	4321000	la información de por donde
4321000	4323000	van a entrar los presenciales 930M
4323000	4325000	esa información ustedes la tienen ya
4325000	4327000	en sus correos electrónicos ¿de acuerdo?
4327000	4329000	Bien. Seguimos.
4329000	4331000	Mira tus árabes.
4331000	4333000	Desde Ecuador te dice alguien aquí.
4333000	4335000	Como no. Argentina
4335000	4337000	presente.
4337000	4339000	Que tal la cual es de Sparrow para usar. Ah miren
4339000	4341000	este es un tema que habría que trabajarlo.
4341000	4343000	Porque a mí me gustaría poderles
4343000	4345000	enseñar todo lo
4345000	4347000	que tiene que ver con la capa 2 de Bitcoin
4347000	4349000	porque me molesta que no saben.
4349000	4351000	O sea me molesta porque la gente cree
4351000	4353000	que Bitcoin es malo que porque los
4353000	4355000	ordi traban la cadena de
4355000	4357000	bloques. Para nosotros los
4357000	4359000	mineros, porque soy minero, tengo una preso
4359000	4361000	minería no es totalmente mía
4361000	4363000	solo digamos que tengo yo
4363000	4365000	hombre una cosa
4365000	4367000	mínima de la empresa minería un poquito
4367000	4369000	pero allí me están llegando los atochis
4369000	4371000	porque desde el noviembre
4371000	4373000	yo vi la oportunidad de que los
4373000	4375000	ordi iban a colapsar la cadena de
4375000	4377000	Bitcoin. Entonces
4377000	4379000	vamos hacia un rumbo
4379000	4381000	en donde los
4381000	4383000	mineros vamos a ganar por comisiones
4383000	4385000	no vamos a ganar porque
4385000	4387000	la recompensa del
4387000	4389000	bloque de Bitcoin
4389000	4391000	que se amina cada 10 minutos
4391000	4393000	nos vaya a favorecer. Eso ya va
4393000	4395000	quedando en segundo plano. Los ordi
4395000	4397000	han llegado para quedarse. ¿Por qué? Porque es
4397000	4399000	un negocio de la minería
4399000	4401000	para que la minería siga siendo rentable.
4401000	4403000	Ahora, Sparrow es una billetera
4403000	4405000	y no, no es fría. Es
4405000	4407000	un software. ¿De acuerdo?
4407000	4409000	Es un software. Sparrow
4409000	4411000	no es una billetera fría. ¿De acuerdo
4411000	4413000	Kevin? Entonces
4413000	4415000	puedes usar Blue Wallet, puedes
4415000	4417000	usar Sparrow,
4417000	4419000	puedes usar
4419000	4421000	Fenix, que es la que yo ocupo.
4421000	4423000	Yo ocupo Fenix conectado directamente a mi
4423000	4425000	nodo de Lightning para hacer mis transacciones
4425000	4427000	y no darle cuentas a nadie
4427000	4429000	del por qué le pago a quien yo quiero pagarle
4429000	4431000	y cómo le pago y me vale madre.
4431000	4433000	¿De acuerdo? Eso es lo que yo hago.
4433000	4435000	Bien. Ahora
4435000	4437000	yo quisiera hacerlo.
4437000	4439000	O sea, yo me conecto desde
4439000	4441000	Guadalajara a mi nodo
4441000	4443000	que está aquí atrás.
4443000	4445000	Y se los enseño y vemos
4445000	4447000	las Wallet de software.
4447000	4449000	Bueno, la billetera fría
4449000	4451000	usted ahí afuera seguramente va a ver
4451000	4453000	alguien explicando eso de seguridad.
4453000	4455000	No sé, tal vez Tres o Ledger.
4455000	4457000	Alguien ahí tiene que haber.
4457000	4459000	Pero la Lightning,
4459000	4461000	la capa 2, sí es importante estudiarla.
4461000	4463000	Yo la utilizo mucho. Pago
4463000	4465000	todo por ahí.
4465000	4467000	Todo. Si es que todos los recibos se pagan por ahí.
4467000	4469000	Hasta el seguro, colegios.
4469000	4471000	En mi país, en mi país así funciona.
4471000	4473000	Ya pagamos todo
4473000	4475000	con Satoshi. Y nadie me está
4475000	4477000	preguntando de dónde viene el Satoshi.
4479000	4481000	No. ¿Qué tal Wallet
4481000	4483000	de Sparrow para usar como billetera fría?
4483000	4485000	No. Esa no es una
4485000	4487000	billetera fría.
4487000	4489000	Ahí sí no.
4489000	4491000	Yo creo que estamos hablando de la
4491000	4493000	misma Wallet que yo conozco
4493000	4495000	de...
4495000	4497000	No hagas eso. No inventes. Esa no es
4497000	4499000	billetera fría.
4499000	4501000	Bien. ¿Qué opinas sobre operar el
4501000	4503000	gráfico diario en futuros?
4503000	4505000	A Tres o Cinco
4505000	4507000	X.
4507000	4509000	Bueno, mira, vamos a hacer algo.
4509000	4511000	Vamos a identificar aquellos Exchange
4511000	4513000	donde te lo dan gratis.
4513000	4515000	Raúl tiene un amigo que tiene un
4515000	4517000	Exchange que yo no tengo nada en contra
4517000	4519000	del Exchange. Tuve problemas hace un tiempo.
4519000	4521000	Y dicen que no
4521000	4523000	cobran comisiones.
4523000	4525000	Entonces, en ese caso te favorecería
4525000	4527000	ir a gráfico
4527000	4529000	diario a Cinco X
4529000	4531000	porque no pagas comisiones
4531000	4533000	overnight.
4533000	4535000	De acuerdo. A mí me fue mal.
4535000	4537000	A mí, Jaime, a mí.
4537000	4539000	Pero yo no estoy diciendo que a los demás
4539000	4541000	les va a ir mal. Yo no sé.
4541000	4543000	Yo le perdí el rastro desde hace como cuatro
4543000	4545000	años.
4545000	4547000	Si en Spot querés operar
4547000	4549000	futuros, tendrías que ir a buscar
4549000	4551000	un Exchange como ese.
4551000	4553000	Pero si me pedís opinión
4553000	4555000	a mí, es mejor pagar comisiones.
4555000	4557000	Entonces, al pagar comisiones
4557000	4559000	no tiene sentido
4559000	4561000	hacer eso a no ser que Bitcoin
4561000	4563000	haya caído un 70%
4563000	4565000	y podamos agarrarlo en long a
4565000	4567000	Cinco X, perpetual y cruzado.
4567000	4569000	Que también lo vamos a estudiar
4569000	4571000	en su momento.
4571000	4573000	Yo no
4573000	4575000	obligo a nadie a operar en ningún
4575000	4577000	Exchange. Para mí todos tienen un negocio.
4577000	4579000	Todos los Exchange tienen
4579000	4581000	un negocio. Lo que pasa es que unos son
4581000	4583000	más enojones que otros.
4583000	4585000	Porque usted sabe que yo también le tiré
4585000	4587000	duro a Binance cuando estaba en
4587000	4589000	enero del 2023, que iban
4589000	4591000	de la mano
4591000	4593000	con los políticos
4593000	4595000	responsables de la Cámara
4595000	4597000	Internacional de Comercio de
4597000	4599000	no sé qué cosa.
4601000	4603000	¿Me entiende bien la idea? O sea, aquí nosotros
4603000	4605000	no... Usted no venga a defender
4605000	4607000	ningún Exchange. Nosotros vamos a defender
4607000	4609000	nuestros intereses.
4609000	4611000	Y vamos a ser amigos de los
4611000	4613000	Exchange. Pero el que define
4613000	4615000	operar
4615000	4617000	en el Exchange X es
4617000	4619000	usted. Así que allí tienen esa opción
4619000	4621000	que no cobran comisiones. Ahora, si
4621000	4623000	te llegan a joder,
4623000	4625000	Energy Man, no vayas
4625000	4627000	a venir conmigo.
4627000	4629000	Yo ignorado te voy a hacer.
4629000	4631000	¿De acuerdo? Yo allí
4631000	4633000	no tengo vela en ese entier.
4633000	4635000	¿De acuerdo? Pero ellos no cobran
4635000	4637000	comisiones, te podría servir
4637000	4639000	en tu caso específico. ¿De acuerdo?
4639000	4641000	Bien, seguimos.
4641000	4643000	Jaime le da importancia a
4643000	4645000	qué cosa? A la dominancia del
4645000	4647000	USDT, por supuesto.
4647000	4649000	La impresión de USDT
4649000	4651000	básicamente nos está diciendo
4651000	4653000	qué tanto va a seguir
4653000	4655000	subiendo Bitcoin. La impresión
4655000	4657000	descarada de dólares
4657000	4659000	sintéticos, respaldados
4659000	4661000	en teoría, por un
4661000	4663000	dólar físico, nos está diciendo
4663000	4665000	si Bitcoin va a seguir
4665000	4667000	subiendo o no. Ese es un gráfico
4667000	4669000	que hay que estudiar, que hay que verlo.
4669000	4671000	Bien, ¿como spot
4671000	4673000	en futuros?
4673000	4675000	Pues sí, pero si lo van a hacer
4675000	4677000	así, yo no tengo nada en contra de que
4677000	4679000	usted opere en el exchange que le da
4679000	4681000	gratis todo.
4681000	4683000	Yo lo que estoy diciendo es lavándome las
4683000	4685000	manos como pilato.
4685000	4687000	Si a usted lo llegan a joder, ahí
4687000	4689000	no vaya a venir conmigo, porque fue su
4689000	4691000	decisión ir a operar ahí.
4691000	4693000	Y yo la respeto.
4693000	4695000	Pero
4695000	4697000	te lo advierto, en esta vida
4697000	4699000	no hay nada gratis, porque
4699000	4701000	no crea que yo voy a ir con usted gratis.
4701000	4703000	Yo le estoy cobrando a usted.
4703000	4705000	Y tal enlana
4705000	4707000	está cobrandole también a usted
4707000	4709000	el cafecito que se va a tomar.
4709000	4711000	Pero, ¿qué es lo que se les
4711000	4713000	agradece? A ver,
4713000	4715000	yo no puedo organizar un evento.
4715000	4717000	Yo básicamente trabajo
4717000	4719000	solo, soy solitario en esto.
4719000	4721000	Entonces, ellos se hacen cargo de
